year,month,day,duration,anchorA,anchorB
2021,09,26,38,Bao-XiaoFeng,Guo-ZhiJian
2021,09,27,33,Li-ZiMeng,Yan-YuXin
2021,09,28,47,Bao-XiaoFeng,Guo-ZhiJian
2021,09,29,45,Zheng-Li,Gang-Qiang
2021,09,30,52,Li-ZiMeng,Kang-Hui
2021,10,01,30,Hai-Xia,Kang-Hui
2021,10,02,30,Zheng-Li,Pan-Tao
2021,10,03,30,Bao-XiaoFeng,Guo-ZhiJian
2021,10,04,30,Li-ZiMeng,Yan-YuXin
2021,10,05,30,Li-ZiMeng,Gang-Qiang
2021,10,06,30,Bao-XiaoFeng,Kang-Hui
2021,10,07,30,Hai-Xia,Pan-Tao
2021,10,08,35,Hai-Xia,Gang-Qiang
2021,10,09,30,Zheng-Li,Pan-Tao
2021,10,10,30,Zheng-Li,Kang-Hui
2021,10,11,30,Li-ZiMeng,Yan-YuXin
2021,10,12,30,Zheng-Li,Gang-Qiang
2021,10,13,30,Hai-Xia,Guo-ZhiJian
2021,10,14,43,Hai-Xia,Guo-ZhiJian
2021,10,15,39,Bao-XiaoFeng,Kang-Hui
2021,10,16,30,Bao-XiaoFeng,Kang-Hui
2021,10,17,30,Li-ZiMeng,Pan-Tao
2021,10,18,30,Zheng-Li,Yan-YuXin
2021,10,19,40,Li-ZiMeng,Pan-Tao
2021,10,20,35,Hai-Xia,Gang-Qiang
2021,10,21,35,Zheng-Li,Kang-Hui
2021,10,22,50,Bao-XiaoFeng,Guo-ZhiJian
2021,10,23,30,Hai-Xia,Guo-ZhiJian
2021,10,24,30,Li-ZiMeng,Yan-YuXin
2021,10,25,40,Hai-Xia,Guo-ZhiJian
2021,10,26,40,Li-ZiMeng,Guo-ZhiJian
2021,10,27,50,Hai-Xia,Gang-Qiang
2021,10,28,30,Bao-XiaoFeng,Gang-Qiang
2021,10,29,30,Bao-XiaoFeng,Pan-Tao
2021,10,30,30,Zheng-Li,Yan-YuXin
2021,10,31,30,Li-ZiMeng,Gang-Qiang
2021,11,01,30,Bao-XiaoFeng,Yan-YuXin
2021,11,02,40,Li-ZiMeng,Yan-YuXin
2021,11,03,36,Li-ZiMeng,Pan-Tao
2021,11,04,35,Zheng-Li,Guo-ZhiJian
2021,11,05,47,Bao-XiaoFeng,Guo-ZhiJian
2021,11,06,38,Zheng-Li,Gang-Qiang
2021,11,07,30,Hai-Xia,Gang-Qiang
2021,11,08,30,Li-ZiMeng,Gang-Qiang
2021,11,09,30,Zheng-Li,Yan-YuXin
2021,11,10,30,Hai-Xia,Gang-Qiang
2021,11,11,58,Hai-Xia,Gang-Qiang
2021,11,12,48,Bao-XiaoFeng,Guo-ZhiJian
2021,11,13,35,Bao-XiaoFeng,Guo-ZhiJian
2021,11,14,30,Li-ZiMeng,Yan-YuXin
2021,11,15,30,Zheng-Li,Gang-Qiang
2021,11,16,70,Bao-XiaoFeng,Gang-Qiang
2021,11,17,30,Li-ZiMeng,Guo-ZhiJian
2021,11,18,30,Li-ZiMeng,Guo-ZhiJian
2021,11,19,42,Bao-XiaoFeng,Kang-Hui
2021,11,20,30,Zheng-Li,Kang-Hui
2021,11,21,30,Hai-Xia,Yan-YuXin
2021,11,22,37,Li-ZiMeng,Kang-Hui
2021,11,23,37,Bao-XiaoFeng,Guo-ZhiJian
2021,11,24,40,Zheng-Li,Guo-ZhiJian
2021,11,25,30,Li-ZiMeng,Yan-YuXin
2021,11,26,30,Bao-XiaoFeng,Yan-YuXin
2021,11,27,30,Zheng-Li,Gang-Qiang
2021,11,28,30,Hai-Xia,Gang-Qiang
2021,11,29,30,Bao-XiaoFeng,Kang-Hui
2021,11,30,45,Li-ZiMeng,Gang-Qiang
2021,12,01,30,Zheng-Li,Guo-ZhiJian
2021,12,02,30,Bao-XiaoFeng,Guo-ZhiJian
2021,12,03,37,Li-ZiMeng,Gang-Qiang
2021,12,04,42,Hai-Xia,Yan-YuXin
2021,12,05,30,Zheng-Li,Pan-Tao
2021,12,06,40,Hai-Xia,Gang-Qiang
2021,12,07,40,Li-ZiMeng,Yan-YuXin
2021,12,08,30,Li-ZiMeng,Pan-Tao
2021,12,09,30,Zheng-Li,Yan-YuXin
2021,12,10,43,Bao-XiaoFeng,Kang-Hui
2021,12,11,30,Zheng-Li,Kang-Hui
2021,12,12,30,Bao-XiaoFeng,Guo-ZhiJian
2021,12,13,35,Zheng-Li,Yan-YuXin
2021,12,14,45,Zheng-Li,Yan-YuXin
2021,12,15,42,Li-ZiMeng,Pan-Tao
2021,12,16,30,Li-ZiMeng,Pan-Tao
2021,12,17,35,Bao-XiaoFeng,Guo-ZhiJian
2021,12,18,30,Bao-XiaoFeng,Guo-ZhiJian
2021,12,19,30,Hai-Xia,Kang-Hui
2021,12,20,30,Bao-XiaoFeng,Kang-Hui
2021,12,21,30,Li-ZiMeng,Guo-ZhiJian
2021,12,22,30,Bao-XiaoFeng,Yan-YuXin
2021,12,23,35,Li-ZiMeng,Guo-ZhiJian
2021,12,24,30,Hai-Xia,Pan-Tao
2021,12,25,30,Zheng-Li,Pan-Tao
2021,12,26,30,Hai-Xia,Kang-Kui
2021,12,27,30,Li-ZiMeng,Pan-Tao
2021,12,28,30,Zheng-Li,Yan-YuXin
2021,12,29,30,Bao-XiaoFeng,Guo-ZhiJian
2021,12,30,30,Bao-XiaoFeng,Guo-ZhiJian
2021,12,31,45,Li-ZiMeng,Kang-Hui
2022,01,01,30,Hai-Xia,Gang-Qiang
2022,01,02,30,Hai-Xia,Kang-Hui
2022,01,03,30,Li-ZiMeng,Yan-YuXin
2022,01,04,30,Bao-XiaoFeng,Guo-ZhiJian
